# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Sep 23 15:49:32 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.60000 0.0900000036 1.0816895926    0.090 -1.674  3.4146  3.676    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.954 10.984 13.485 9.538
0.0152 0.01508 6.60000 0.0904459879 1.0859482060    0.090 -1.672  3.4147  3.677    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.950 10.979 13.481 9.534
0.0152 0.01508 6.60000 0.1045449004 1.2079875719    0.105 -1.617  3.4202  3.707    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.812 10.802 13.266 9.364
0.0152 0.01508 6.60000 0.1127000600 1.2692087594    0.113 -1.583  3.4236  3.719    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.727 10.668 13.083 9.241
0.0152 0.01508 6.60000 0.1202935278 1.3212468935    0.120 -1.566  3.4252  3.737    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.685 10.602 12.995 9.180
0.0152 0.01508 6.60000 0.1281977892 1.3710635433    0.128 -1.527  3.4295  3.742    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.587 10.443 12.771 9.035
0.0152 0.01508 6.60000 0.1360833645 1.4169346077    0.136 -1.498  3.4325  3.752    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.515 10.333 12.622 8.933
0.0152 0.01508 6.60000 0.1422811896 1.4506281942    0.142 -1.479  3.4347  3.761    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.467 10.257 12.519 8.863
0.0152 0.01508 6.60000 0.1504332125 1.4921479435    0.150 -1.443  3.4389  3.766    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.379 10.118 12.328 8.735
0.0152 0.01508 6.60000 0.1584092826 1.5300335208    0.158 -1.418  3.4417  3.774    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.314 10.018 12.194 8.644
0.0152 0.01508 6.60000 0.1647919267 1.5586073805    0.165 -1.394  3.4448  3.780    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.254 9.923 12.062 8.556
0.0152 0.01508 6.60000 0.1780442744 1.6135870945    0.178 -1.342  3.4508  3.786    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.126 9.724 11.789 8.374
0.0152 0.01508 6.60000 0.1890673488 1.6554143235    0.189 -1.310  3.4544  3.794    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.044 9.601 11.624 8.261
0.0152 0.01508 6.60000 0.2074760646 1.7186425688    0.207 -1.263  3.4598  3.810    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.928 9.423 11.381 8.099
0.0152 0.01508 6.60000 0.2236557752 1.7684714749    0.224 -1.216  3.4655  3.817    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.809 9.250 11.150 7.940
0.0152 0.01508 6.60000 0.2401343435 1.8146216798    0.240 -1.177  3.4699  3.828    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.713 9.110 10.966 7.811
0.0152 0.01508 6.60000 0.2591680288 1.8630571592    0.259 -1.135  3.4752  3.839    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.608 8.957 10.763 7.671
0.0152 0.01508 6.60000 0.2833463550 1.9183056706    0.283 -1.079  3.4824  3.851    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.467 8.752 10.489 7.485
0.0152 0.01508 6.60000 0.3095147610 1.9715850508    0.309 -1.027  3.4893  3.864    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.336 8.560 10.230 7.313
0.0152 0.01508 6.60000 0.3461122513 2.0369991655    0.346 -0.956  3.4986  3.880    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.160 8.315 9.911 7.090
0.0152 0.01508 6.60000 0.3500000238 2.0434175133    0.350 -0.949  3.4995  3.881    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.143 8.291 9.880 7.069
0.0152 0.01508 6.60000 0.3811266720 2.0916715045    0.381 -0.896  3.5069  3.895    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.95e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.010 8.105 9.638 6.900
0.0152 0.01508 6.60000 0.4000000358 2.1185024810    0.400 -0.864  3.5114  3.902    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.931 7.995 9.494 6.801
0.0152 0.01508 6.60000 0.4374741316 2.1671993202    0.437 -0.804  3.5205  3.917    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.780 7.779 9.208 6.609
0.0152 0.01508 6.60000 0.4500000477 2.1822809714    0.450 -0.785  3.5234  3.922    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.4e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.732 7.710 9.117 6.548
0.0152 0.01508 6.60000 0.4835406840 2.2201144524    0.483 -0.736  3.5313  3.935    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.609 7.532 8.879 6.392
0.0152 0.01508 6.60000 0.5000000000 2.2374541529    0.500 -0.712  3.5350  3.941    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.550 7.447 8.767 6.318
0.0152 0.01508 6.60000 0.5088800192 2.2464248104    0.509 -0.699  3.5373  3.945    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.79e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.518 7.400 8.702 6.277
0.0152 0.01508 6.60000 0.5305807590 2.2669012336    0.530 -0.669  3.5424  3.953    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.443 7.289 8.554 6.181
0.0152 0.01508 6.60000 0.5500000119 2.2836582633    0.550 -0.645  3.5462  3.960    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.383 7.203 8.440 6.106
0.0152 0.01508 6.60000 0.5561981797 2.2887242438    0.556 -0.637  3.5478  3.963    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.1e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.362 7.171 8.396 6.079
