source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,phot_bp_rp_excess_factor,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,astrometric_params_solved,pmra_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,phot_quality_ok,parallax_corrected,P_memb_3D
457807848345876224,38.50012936037183,57.06869404070028,0.0491323233957339,0.29876482,-0.8161146385515169,0.31778005,0.7531070603234432,0.36176962,19.724419,20.311932,18.958178,1.353754,1.0269024,1.2746758,,1.4950955,39.45320957589386,95,-0.06771753,0.19464205,-0.020524511,True,0.7714630603234433,0.5915633796670453
457808569900466944,38.66543378028463,57.09881512076311,0.1835899735345989,0.31579605,-1.2056404592547856,0.3415404,0.2313514140005311,0.38285276,19.656818,20.378468,18.737322,1.6411457,1.0331569,1.3548586,,1.395204,39.4446086014426,95,-0.13613401,0.043797936,0.0357276,True,0.25349441400053113,0.2567730585202137
457808810418680960,38.74075104153071,57.11713553449134,-2.690180204029022,0.2046636,-0.3436162321422775,0.25058648,0.2196866917052058,0.24384332,19.051912,19.910994,18.109613,1.8013802,0.9732309,1.3313361,1.3689377,,39.444942044033375,31,0.15435599,0.18055882,0.06606806,True,0.2355216917052058,0.0
457809016577119104,38.72329566454752,57.12168381484766,-2.297600783819862,0.06805788,-2.049321338849293,0.08058823,0.4699356047810512,0.08315664,17.384209,18.147629,16.551308,1.5963211,1.026794,1.2655146,1.3993927,,39.45291493337367,31,-0.05321304,0.08246914,0.014752318,True,0.5008056047810512,0.0
457809085295988480,38.69479860826599,57.1385078885101,0.0413511506684169,0.18790077,-2.333238937800386,0.22055663,0.6576946506250926,0.2376351,19.019918,19.91234,18.102741,1.8095989,1.0111479,1.2984624,1.3519051,,39.47453762618257,31,-0.10277698,0.13203067,0.046680048,True,0.6733686506250925,0.0
457809227037242624,38.5801120953684,57.087362799632125,-1.2571317975746028,0.38814613,0.5834622485253759,0.43546164,-0.0358090019977157,0.5085487,20.107443,20.931017,19.233505,1.6975117,1.0297263,1.2810832,,1.4710118,39.45277969055767,95,-0.08266629,0.121552914,0.032058347,True,-0.011611001997715701,0.0
457809257095240960,38.59771764128255,57.10372376615454,2.1289138689547538,0.32459378,0.280950345184759,0.34216943,0.7200551708211064,0.3849697,19.729198,20.649338,18.749178,1.9001598,0.99373496,1.3488054,,1.2457242,39.46390398372791,95,-0.12728862,0.040892225,0.037853785,True,0.7465951708211064,0.0
457809330115629952,38.640287966314354,57.11136963918196,0.4151718110606799,0.12558296,-0.4122418116584107,0.16454934,0.5174030979511739,0.15867124,18.189335,,,,1.0168054,,,1.3778074,39.46159652941512,95,-0.079789445,-0.016070893,-0.09785434,True,0.5455800979511739,0.0
457809566332943744,38.590137861542,57.13127394835628,-0.1547652986700545,0.08988724,0.4404900883954902,0.10021759,0.2885136503782758,0.113406576,17.86481,18.604246,17.025282,1.5789642,0.97416675,1.2790835,1.4040838,,39.49077808868634,31,-0.08389426,0.15569249,-0.009478587,True,0.31551765037827584,0.0
457809669411340160,38.585400884293215,57.15277592754514,0.6441268476998393,0.1733394,0.5434280674269314,0.18777552,0.7929780589272579,0.22550113,18.904257,19.829203,18.029768,1.7994347,1.0001351,1.251285,,1.3437489,39.51149276517064,95,-0.11934823,0.19098294,-0.02038535,True,0.8142560589272579,0.0
457809708072715392,38.65710662108689,57.12837446662594,0.2452224178311505,0.26548472,-1.1669229571534934,0.30290678,1.026102540442265,0.35369125,19.463724,20.272108,18.548222,1.7238865,1.0021889,1.3226084,1.3737168,,39.47348941503969,31,-0.14053711,0.14497586,-0.05405146,True,1.044901540442265,0.4627337532565825
457809845511620736,38.69692812203792,57.15104279016728,-1.595203194436197,0.09511868,-0.1068150529429946,0.10875558,0.1715738358109941,0.11930557,17.763165,18.365286,16.829668,1.5356178,1.0484732,1.4110185,,1.3786919,39.48554915578482,95,0.06500539,0.26136258,0.16851151,True,0.2051448358109941,0.0
457809879873237504,38.69967287868399,57.15959073436883,-0.9552644109376582,0.1467685,-0.6481122930700207,0.17003143,0.0097329576961373,0.19028305,18.725344,19.551538,17.850302,1.7012367,0.97715086,1.2812227,1.3678646,,39.49277617286074,31,-0.10019126,0.13725817,-0.04341627,True,0.028295957696137297,0.0
457809914232974976,38.66479326405067,57.16531981331445,-1.6232649505845131,0.101419866,-2.1713168347888288,0.11720825,0.4783776462429873,0.12545632,18.07667,18.901218,17.19464,1.7065792,0.98791647,1.287822,1.3904895,,39.50563203508905,31,-0.15072173,0.023558239,0.098657675,True,0.5035506462429873,0.0
457809944293847296,38.68002183478321,57.169115865154126,1.0783931263309434,0.07800196,-0.6440833200794347,0.091711886,0.6001025742443484,0.099624544,17.712845,18.455164,16.832327,1.6228371,1.0062754,1.3132008,1.3997688,,39.50578362359816,31,-0.032153483,0.04067775,-0.043334804,True,0.6288095742443485,0.0
457810013008731392,38.63390003985468,57.15834761164805,-2.6750781374522017,0.101060316,6.128838923041847,0.115373544,0.7358252812762672,0.12703924,18.02912,18.959148,17.092896,1.8662529,1.0084238,1.3049481,1.3529457,,39.50599505835322,31,-0.14414683,0.16440174,-0.04207345,True,0.7629342812762673,0.0
457810120389491328,38.65400490507456,57.18016961927311,1.1845183054932011,0.21375325,-0.4288157561163022,0.24942023,-0.2856091115573781,0.26749393,19.306942,20.197386,18.456192,1.7411938,1.0110906,1.240904,1.3827437,,39.52157976339771,31,-0.06927177,0.104237214,-0.010684364,True,-0.2681381115573781,0.0
457810219167207168,38.65029921768874,57.18986515414855,-0.0810966860651493,0.19298182,-1.5756520729567391,0.22162788,0.3167992385309083,0.24375454,19.154787,19.86731,18.29327,1.5740395,1.033039,1.3069552,1.3677857,,39.53126301843489,31,-0.10358815,0.08446598,-0.004740403,True,0.3334312385309083,0.2041876362632218
457811868434585984,38.83701979855175,57.1474241356554,-1.121022991845707,0.059656046,-0.3443811796670624,0.06852945,0.2360589196088061,0.070718154,17.257956,17.806797,16.54847,1.2583275,0.96621346,1.2465619,1.4580864,,39.451704548898455,31,-0.0071439687,0.05239979,0.04024986,True,0.2653859196088061,0.0
457811868434590080,38.83270805716133,57.15044164812582,-0.883751911283749,0.27156404,-0.7501344148692428,0.3158455,-0.0993686436988828,0.31350324,19.4324,20.226593,18.512465,1.7141285,1.12799,1.3311411,,1.3560393,39.45540703242333,95,0.0040403507,0.0117013855,0.06482863,True,-0.0772906436988828,0.12210053784351191
457812147617413760,38.93164996960074,57.17926560170663,-1.0609113806938146,0.1571297,0.6089068873354144,0.19134656,0.0865197274448754,0.18779196,18.762917,19.471075,17.978596,1.4924793,1.0335652,1.2445933,1.4086863,,39.46029584277098,31,-0.058636714,0.100334965,0.04384044,True,0.1042417274448754,0.0
457812212037233024,38.88391843927761,57.16183905343589,-0.6441234967247219,0.12762642,0.6604982004532451,0.15568647,0.1959833741267476,0.15370631,18.516384,19.128801,17.648108,1.4806938,1.0249473,1.3491057,1.4361777,,39.45470515595005,31,-0.05365011,0.07443491,0.01716035,True,0.2159113741267476,0.0
457812250695169152,38.87072850895762,57.16231126816512,1.0712608350871862,0.05300776,0.6131672117872824,0.06543831,0.7299009467576079,0.062994376,16.859026,17.645752,16.00064,1.6451111,0.97756565,1.2794188,1.3968573,,39.45800631889719,31,-0.042875268,0.029987078,-0.029200837,True,0.7605839467576079,0.0
457812280751481728,38.87900661035906,57.17178742212084,-0.771315415414052,0.1449569,0.9247153175183062,0.18988025,-0.1743545415523317,0.17725247,18.641478,19.331707,17.914026,1.4176807,1.0291027,1.2066486,1.4376774,,39.46488646464625,31,-0.13603237,0.047084194,0.0382936,True,-0.15565854155233172,0.0
457812353774364416,38.91117398521144,57.18169062709782,0.3940151354487856,0.05711402,0.1081269130613459,0.06788428,0.3655853487005961,0.07001071,17.070257,17.820845,16.228802,1.5920429,0.98268086,1.276952,1.404458,,39.46696617835945,31,-0.04652669,0.14634007,-0.026144382,True,0.3961003487005961,0.0
457812388134103296,38.88274322252176,57.18516739513926,-0.3867667698114038,0.027613627,-1.3953499472696842,0.03461652,0.4085804702112115,0.035640065,15.561432,16.007238,14.919973,1.087265,1.0369383,1.2409699,1.4991249,,39.47633040231256,31,0.001754162,0.10339385,-0.16457213,True,0.4422254702112115,0.0
457812388134109440,38.88604670321124,57.17672574540092,7.066963339895503,0.15215883,-0.1514483968256847,0.18554278,1.0750950087315012,0.19089714,18.60132,19.714964,17.49666,2.2183037,1.0633904,1.4243507,1.3149246,,39.46787944453057,31,-0.10269648,0.095794134,0.017313804,True,1.0963740087315013,0.0
457812422493833856,38.90564208628174,57.19396423140176,-19.469886495878058,0.017846132,6.148261984157318,0.018716061,1.629773109832703,0.020420324,14.279722,14.830333,13.570157,1.2601757,0.97045624,1.2459092,1.4639523,,39.47941185234514,31,-0.15672274,0.098854065,-0.0028349003,True,1.6644281098327032,0.0
457813861299497344,38.95432622276636,57.21110333351907,-0.9728964389518758,0.14369713,0.5461293651880257,0.1615496,0.2497722916041102,0.167987,18.628809,19.355906,17.80552,1.5503864,0.9885459,1.2697389,1.3935671,,39.4845407879557,31,-0.018170195,0.06743741,0.100359485,True,0.2690422916041102,0.0
457813899962576896,38.91657639176911,57.20604465647875,-0.983139953482166,0.027453624,0.3772045195751441,0.030156026,0.2173870453759159,0.03214761,15.344598,16.310007,14.372995,1.9370117,1.0432948,1.3280984,1.3507168,,39.48810289794314,31,-0.11924711,0.11677577,0.031144813,True,0.25526504537591593,0.0
457813930019751168,38.9264475098847,57.22436151186263,0.6602666279566003,0.32013458,0.0386708599588339,0.34066895,0.4411789418861339,0.36278987,19.605354,20.626196,18.727736,1.8984604,0.92735213,1.2278494,,1.294639,39.50273865101309,95,-0.14973475,0.20720616,-0.009049723,True,0.4667399418861339,0.0
457813968682047488,38.95611523359808,57.21654471959124,0.0250986890630971,0.37771824,0.5269198248073342,0.43431172,0.4514677216526296,0.44124204,20.04233,20.9779,19.176266,1.8016338,0.9864285,1.2409911,,1.3953193,39.4891377174261,95,0.017825041,0.035401557,0.16874668,True,0.47772272165262963,0.0
457814067457965440,38.95198010579524,57.24521619602887,5.9345728991141415,0.15890466,-4.735836253209846,0.17003314,0.9027726010232892,0.18813238,18.65352,19.755468,17.63511,2.1203575,1.0500563,1.3382522,,1.3468809,39.51630157113221,95,-0.06316156,0.075092554,0.10741232,True,0.9275546010232891,0.0
457814204896921088,39.02037899025931,57.248008292211246,-2.0922264372880184,0.34431067,1.8249589201872327,0.39959154,0.5917827466748267,0.39827928,19.900093,20.75682,18.885971,1.8708496,1.0281254,1.400615,,1.247586,39.50402933579851,95,-0.010861479,0.016074017,0.12813348,True,0.6177267466748266,0.0
457814204897026688,39.017308291051954,57.24371892629928,0.5917544943327422,0.34854323,-1.41100001214296,0.4031378,-0.1792434052124812,0.4143538,19.926842,21.221262,18.71959,2.5016727,0.99172926,1.4998541,,1.1761445,39.50076448407922,95,-0.014849622,-0.057422686,0.1501445,True,-0.1536204052124812,0.0932815602895228
457814277919669376,39.05962955401694,57.26488318059533,0.3192274255627177,0.15306692,-1.4177026447452956,0.17505014,0.3093307472764984,0.1875459,18.676373,19.566668,17.809185,1.7574825,1.0662916,1.2550058,1.3810678,,39.5109909110314,31,0.0046460885,0.011977406,0.02928878,True,0.32825774727649837,0.0
457814346639149312,39.04965567803934,57.257433815178814,-1.46257152444339,0.15074801,1.9960888858510395,0.1657036,0.4533039722671456,0.17185965,18.590786,19.321651,17.793987,1.5276642,0.9951179,1.2467955,1.4166836,,39.50632418942509,31,-0.08149101,-0.047749896,0.12916195,True,0.4726929722671456,0.0
457814411055362304,38.98749705474626,57.258189061330725,0.4883800674150879,0.19779971,-0.6738181194464499,0.21706359,0.6363989565213248,0.2310606,18.960655,19.841782,18.029171,1.8126106,1.0781205,1.314792,1.3450425,,39.52048383963236,31,-0.05591965,0.062930845,0.12703592,True,0.6524139565213248,0.0
457814587157312768,39.00358836343537,57.276504870159066,-0.76119529778451,0.050273996,-2.048064095957299,0.054918524,0.3698603499768141,0.06122678,16.757956,17.522472,15.905496,1.6169767,1.0498499,1.2816317,1.3985957,,39.53377675420592,31,-0.0776755,0.09009155,0.07550497,True,0.40041434997681413,0.0
457814617213824896,39.00809652245551,57.29974959579005,-2.752571670513706,0.17462601,-1.3661628328056428,0.18301857,1.217688542799931,0.20086794,18.829298,20.581537,17.59356,2.987978,0.97675747,1.4581355,,1.1648058,39.55409576246523,95,-0.12135369,0.083285674,0.060116623,True,1.252218542799931,0.0
457814621517043840,39.01257493125302,57.30019924323673,5.005096563433211,0.05156919,-0.5797542462210312,0.05561629,0.2928194653413432,0.06261355,16.870907,17.581808,16.047205,1.5346031,0.9866172,1.2756592,1.410488,,39.55353781411407,31,-0.10687539,0.111409344,0.039968364,True,0.32302046534134315,0.0
457814621517047552,39.012385539011454,57.28719151216495,-1.248066585904696,0.3176602,0.0309830990092683,0.3696033,0.6433229570677321,0.3797321,19.834677,20.546486,19.041203,1.5052834,1.0075729,1.2506641,,1.4767007,39.54166175193738,95,-0.04674005,0.07140327,0.07611351,True,0.6634189570677321,0.0
457814685933343360,38.80263617468376,57.13898922516659,0.861508208587535,0.10029061,-0.3879197202357623,0.111707434,0.0790394776343868,0.1190737,17.987808,18.678228,17.159193,1.5190353,1.0730561,1.2869128,1.4121156,,39.45146606846065,31,-0.014698255,0.1303972,0.055067882,True,0.1045864776343868,0.0
457814720293712128,38.76065968019802,57.13322210960218,0.2186406137620254,0.3000106,0.674355204766792,0.3289848,-0.0695617915520665,0.34329364,19.719847,20.64252,18.890543,1.7519779,0.9983737,1.2135378,,1.4516774,39.45533192394652,95,-0.01479202,0.09796903,0.05722486,True,-0.0492997915520665,0.0
457814758958075904,38.77277817928612,57.15463808545084,0.9511038463487383,0.19929223,0.269359953469433,0.2288243,0.1341369592134223,0.2343217,19.214333,20.002323,18.325817,1.676506,0.9820074,1.305126,,1.350804,39.472302514848266,95,-0.042491056,0.047428776,0.08537913,True,0.15495995921342232,0.0
457814789012353664,38.80217441096537,57.15141996333949,-0.3485566435799704,0.12432312,-0.6103309730741078,0.15106374,0.0664088400150637,0.14946191,18.415304,19.23027,17.593277,1.6369934,0.9996612,1.2398351,1.381902,,39.46295149148314,31,0.03511606,-0.013388116,-0.003243248,True,0.08815984001506369,0.527846527661344
457814827675548032,38.82844969647152,57.16445254541858,-0.2995420323043534,0.05348001,0.6509761862840764,0.062482234,0.4501304258651392,0.063823976,17.022774,17.630095,16.281515,1.3485794,0.99270844,1.2476505,1.4489508,,39.46916680665741,31,0.0061580203,0.061104808,0.06604584,True,0.4795134258651392,0.0
457815029537564416,38.74341184682385,57.1722935444586,0.6412353590757776,0.11988606,-0.0829823745451847,0.13896653,-0.0456399012392054,0.14798467,18.411804,19.146534,17.547888,1.5986462,0.9846661,1.3013965,1.3811803,,39.49486902587751,31,-0.054351833,0.019903602,-0.018002095,True,-0.0238349012392054,0.0
457815063890286080,38.77864022258412,57.16854964726739,0.799596279136704,0.20955582,-0.766694384450116,0.24240293,0.1047829361163628,0.24528348,19.221815,20.037333,18.349606,1.687727,1.0569402,1.2821158,,1.4698225,39.48376480623387,95,-0.06094198,0.02116951,0.09607177,True,0.1201799361163628,0.0
457815068193716352,38.77433791645483,57.17339799588403,5.042302357462583,0.06564618,-5.454032372600459,0.07621459,0.7730338977632956,0.084133066,17.36148,18.24565,16.431395,1.8142548,1.0117898,1.3126136,1.3659424,,39.4891417425541,31,-0.029613635,0.040338535,-0.07252312,True,0.8055338977632955,0.0
457815274352132096,38.82384134737577,57.18554547879987,-0.3784491894112754,0.06756843,-0.371663324345783,0.07777289,0.3892088967909848,0.07971545,17.411764,18.154999,16.579304,1.575695,0.98193675,1.2718847,1.4035612,,39.48948802724659,31,-0.11427527,0.10381888,0.034082476,True,0.4199378967909848,0.0
457815308711864192,38.82825467089021,57.19294304431829,0.1139543069662522,0.044251423,-0.3405555327868402,0.04895903,0.2825367511920704,0.051546507,16.45849,17.180035,15.627651,1.5523834,1.0456159,1.2779121,1.4096116,,39.49530264380257,31,-0.11668215,0.19561298,-0.006493394,True,0.3125497511920704,0.0
457815338768245120,38.868123348908384,57.20752316422397,-0.393385818010191,0.10862962,-0.9814182382988929,0.12608753,0.6585066723527178,0.13148919,18.082972,18.971182,17.144045,1.827137,1.0448161,1.3195244,1.3625715,,39.499985663281166,31,-0.1176374,0.07166427,-0.012596724,True,0.6845596723527178,0.8399370653666579
457815648005919744,38.83531519939845,57.23469023937746,0.258780694239686,0.23196925,-1.013556966484766,0.25744173,0.7853681857334305,0.26886973,19.309692,20.104633,18.443142,1.6614914,0.9972589,1.2837769,1.3585101,,39.531998745711256,31,-0.19335845,0.08494991,0.047246978,True,0.8033851857334304,0.2702491450067
457815751085068032,38.7222214127144,57.17798444870932,-0.5535551451043151,0.15675414,0.5305519964540046,0.1828162,0.0764742884048154,0.2028891,18.85428,19.588446,18.06479,1.5236549,0.9753634,1.2397898,1.4021901,,39.50469869324312,31,-0.09928625,0.10042926,-0.009691018,True,0.09330928840481541,0.0
457815888524836992,38.73603866740039,57.19909738060234,-1.415623276416921,0.2728617,-1.6562570229037437,0.31810156,0.4412628152351416,0.33586654,19.626322,20.687504,18.685608,2.001896,1.0102274,1.2740405,,1.4189734,39.52101685749483,95,-0.12056453,0.07098531,0.042935196,True,0.4621808152351416,0.0
457816094682499968,38.66124060134914,57.21623128467965,1.651190260556695,0.23345737,-2.829666745285176,0.26035765,0.7850604244040255,0.28886306,19.40885,20.24182,18.501228,1.740591,0.99874485,1.3078207,,1.3444945,39.55300824428352,95,-0.10318089,0.031280063,-0.0006518217,True,0.8075484244040254,0.0
457816305145751424,38.76377765136292,57.214567056774754,-1.045839890012498,0.13722193,-0.305914606981762,0.15635566,0.3419412658572167,0.17795204,18.602505,19.234959,17.607985,1.6269741,0.9514875,1.4570398,,1.3809812,39.52913805742624,95,-0.11062188,0.10981242,-0.016273502,True,0.3645332658572167,0.0
