cluster_label,source_id,ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,prob_A,membership_prob,prob_source,ms_flag,giant_flag,cluster_centre_ra,cluster_centre_dec,hunt24_name,simbad_name,sp_type,sp_class
188,458022257417767040,38.345979,57.500361,-0.327465,-1.187243,0.031446,0.032765,0.483713,0.038654,15.858795,16.335280,15.205278,0.993422,0.674196,0.955690,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023288209900544,38.302448,57.528086,-0.316096,-1.067666,0.016530,0.017389,0.409589,0.021544,14.416152,14.838553,13.809222,1.058501,0.911919,0.995982,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023631807274880,38.445540,57.521716,-0.211273,-1.112239,0.015512,0.016007,0.434092,0.019715,14.116264,14.490246,13.561559,1.034413,0.836458,0.993055,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023868023898112,38.426504,57.541257,-0.265299,-1.154400,0.087851,0.093095,0.317451,0.112918,17.731361,18.606512,16.804453,1.048929,0.537488,0.953938,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458065859927404800,37.811652,57.486161,-0.326088,-1.167939,0.012974,0.013284,0.428139,0.015723,13.869284,14.214839,13.334441,1.039237,0.504627,0.986308,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458007444065678848,38.636090,57.411455,-0.355809,-1.260482,0.013054,0.014504,0.433182,0.017168,12.834988,13.092948,12.300920,1.114564,0.000000,0.911638,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458009441235423872,38.457271,57.397409,-0.293029,-1.155222,0.059313,0.085044,0.521714,0.087872,16.869005,,,0.947878,0.000000,0.949001,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458005764743443072,38.560127,57.348543,-0.241221,-0.958695,0.061225,0.064648,0.384353,0.076900,17.126492,17.842144,16.302952,1.041598,0.000000,0.923380,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,457993773193857792,37.931629,57.337912,-0.316489,-1.044765,0.051967,0.054970,0.369203,0.060430,16.882553,17.550137,16.083353,1.075805,1.000000,0.955519,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458009063278300160,38.504533,57.393233,-0.321675,-1.168684,0.041419,0.046079,0.441514,0.053697,16.420927,17.084827,15.627402,1.030521,0.000000,0.977814,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458034317686912640,37.476769,57.246021,-0.315172,-1.090882,0.012307,0.013031,0.397364,0.016229,12.952284,13.244198,12.485847,1.006991,0.000000,0.903998,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458024761377257728,38.395527,57.578389,-0.344342,-1.117956,0.097121,0.101589,0.299499,0.124367,17.807450,18.712725,16.857454,0.962871,0.548329,0.943400,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026105708453376,38.146792,57.539236,-0.277034,-1.119763,0.021720,0.024055,0.432797,0.026668,11.425577,11.724225,10.947184,1.571647,0.715559,0.994358,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026208787641984,38.219995,57.565133,-0.387603,-1.136209,0.035118,0.034196,0.468791,0.040679,15.933682,16.537590,15.177871,1.008482,0.525888,0.971220,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458029507322442496,38.239594,57.702268,-0.295018,-1.225019,0.048097,0.047389,0.443374,0.057671,16.676430,17.527384,15.773050,0.946717,0.000000,0.960603,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458012396172798080,38.552524,57.546288,-0.266437,-1.130779,0.020917,0.024639,0.413840,0.027888,14.690152,15.043903,14.150969,1.152080,0.696756,0.994208,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458013770562566272,38.043997,57.291143,-0.208324,-1.115931,0.012992,0.013608,0.382647,0.015623,14.034997,14.364757,13.526381,1.049496,0.000000,0.964940,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458015282390973696,38.219403,57.388616,-0.323669,-1.142515,0.021851,0.021807,0.426815,0.027198,15.184331,15.651608,14.532975,1.030418,0.523839,0.991236,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458012258733832448,38.611891,57.552301,-0.332249,-1.158299,0.017335,0.018981,0.412897,0.024882,14.647248,15.017520,14.093548,1.020906,0.619907,0.991704,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458012361813063168,38.528713,57.545864,-0.199481,-1.156095,0.047658,0.052117,0.378378,0.061260,16.667423,17.349062,15.868259,1.008754,0.542287,0.974121,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458013564404094720,38.186521,57.336698,-0.269460,-1.160830,0.049691,0.051329,0.419999,0.058479,16.826620,17.604950,15.963413,0.994173,0.532153,0.975325,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458002569287793152,38.445564,57.337478,-0.291743,-1.103715,0.024435,0.026787,0.416937,0.030529,15.391759,15.905360,14.701731,1.018012,0.000000,0.991087,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458010987423827968,38.653133,57.474305,-0.352280,-1.191332,0.010726,0.012082,0.457891,0.015221,12.455827,12.737761,12.003891,1.013663,0.505248,0.922468,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458012877209380096,38.119351,57.259137,-0.176839,-1.098302,0.024706,0.025054,0.400811,0.029320,15.527086,15.956836,14.915844,1.041903,0.000000,0.965217,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458075274495618048,38.000537,57.659169,-0.147582,-1.027101,0.070012,0.067733,0.335296,0.083733,17.340500,,,1.017292,0.000000,0.900963,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458019542998761984,38.048694,57.462358,-0.354010,-1.129274,0.021888,0.023499,0.413155,0.025927,15.031589,15.432503,14.449523,1.032092,0.553776,0.991293,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022459274258560,38.282770,57.453252,-0.245648,-1.228792,0.048489,0.053955,0.371666,0.064602,16.721190,17.504710,15.845817,1.032195,0.000000,0.954891,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022738454125440,38.251719,57.480135,-0.273741,-1.101241,0.039003,0.043275,0.389383,0.047344,16.159842,16.691858,15.451420,1.021804,0.707506,0.990482,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023219490406400,38.331336,57.546000,-0.299596,-1.149881,0.012054,0.012777,0.387172,0.015736,13.582097,13.950202,13.030721,1.035809,0.813071,0.992048,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023253850133376,38.351770,57.556257,-0.236762,-1.054030,0.020727,0.022094,0.427801,0.027472,14.917480,15.414879,14.238898,1.024727,0.872047,0.994150,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023356929636224,38.278294,57.549665,-0.267507,-1.134386,0.018470,0.020366,0.421969,0.024245,14.651921,15.082966,14.039935,1.079823,0.959027,0.995366,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458009819192534016,38.479760,57.409508,-0.299005,-1.110369,0.040441,0.043790,0.352163,0.052810,16.374737,17.001980,15.603221,1.005245,0.000000,0.977090,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458011605898859904,38.560478,57.488764,-0.206315,-1.144021,0.059712,0.064683,0.487535,0.079949,17.038052,17.758894,16.205153,0.950529,0.000000,0.962328,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458012293093602048,38.548456,57.523643,-0.278591,-1.097361,0.054390,0.060447,0.436648,0.072127,16.926320,17.643215,16.091150,0.985756,0.623878,0.984268,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458018542262985088,37.889050,57.428877,-0.373864,-1.177551,0.010671,0.010776,0.409952,0.012919,12.320739,12.622479,11.847611,1.033022,0.489826,0.981856,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458021054826903296,38.097219,57.558215,-0.335153,-1.115524,0.043461,0.046111,0.409713,0.055775,16.568373,17.233833,15.767507,1.026896,0.628174,0.987391,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458086407050632320,37.604817,57.785064,-0.285321,-1.057911,0.036603,0.036219,0.410220,0.042199,15.978217,16.504255,15.286798,0.994091,1.000000,0.941543,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458021535863298304,38.384148,57.446126,-0.406059,-1.072076,0.055186,0.058632,0.449171,0.070612,17.013160,17.744110,16.185888,0.980573,0.660896,0.965669,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458021982539875584,38.393031,57.470007,-0.256952,-1.058601,0.018676,0.019596,0.458802,0.023635,14.754954,15.160647,14.169641,1.034324,0.666568,0.985532,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022051259344640,38.424860,57.477016,-0.454794,-1.099444,0.029539,0.031757,0.424859,0.040341,15.766148,16.358300,15.016732,1.034022,0.615164,0.954442,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022497935957632,38.290248,57.474170,-0.386210,-1.042388,0.038819,0.041614,0.395400,0.048629,16.387022,16.969435,15.652283,1.022433,0.627791,0.980478,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458013323885946496,38.202296,57.301089,-0.246800,-1.097132,0.027410,0.028592,0.386666,0.032733,15.507147,15.942897,14.887295,1.072729,0.000000,0.983085,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458006894309864704,38.761872,57.417232,-0.287185,-1.153512,0.019200,0.020786,0.413139,0.024744,14.742738,15.110634,14.096927,1.095238,0.000000,0.988362,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,457993223438066048,37.876643,57.276227,-0.403670,-1.119224,0.015712,0.017208,0.409489,0.019759,14.340478,14.615631,13.898600,1.070964,0.986482,0.955301,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458007929407115008,38.708710,57.455064,-0.142331,-1.094118,0.070756,0.073706,0.350881,0.091917,17.384003,18.246716,16.434074,1.026452,0.000000,0.908045,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458008719680938752,38.548302,57.355232,-0.230011,-1.060140,0.058217,0.065211,0.477773,0.074764,17.049442,17.775906,16.222645,1.043052,0.000000,0.958742,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458011502819660160,38.531757,57.471596,-0.283253,-1.029302,0.035789,0.039467,0.383516,0.045655,16.068377,16.578327,15.374539,1.028177,0.554982,0.986101,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458066753280603648,37.748121,57.488450,-0.396525,-0.963643,0.015927,0.017330,0.410593,0.018953,14.371920,14.761726,13.796790,1.053574,0.000000,0.930314,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458018958882967936,37.922909,57.444695,-0.329111,-1.113802,0.034576,0.035969,0.364131,0.041628,16.202808,16.749146,15.493557,0.991692,0.000000,0.974270,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458068127670090752,38.013013,57.569426,-0.348878,-1.117437,0.056712,0.057491,0.535425,0.072238,17.114431,17.846306,16.276566,0.995705,0.000000,0.936409,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458008066846064640,38.731762,57.474527,-0.126213,-1.019866,0.025855,0.027650,0.409559,0.033952,15.516105,15.957841,14.889529,1.038798,0.492629,0.933800,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458074484221647488,38.005868,57.640288,-0.162327,-1.125599,0.045736,0.047436,0.475089,0.058491,16.527231,17.188936,15.725319,1.030649,0.490107,0.949450,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458074587300846464,38.059270,57.660082,-0.309275,-1.076013,0.057066,0.056489,0.348681,0.068751,16.948519,17.652800,16.128035,1.032092,0.000000,0.972095,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458075446294295552,37.998530,57.687845,-0.319192,-0.950321,0.011644,0.011562,0.444025,0.014111,12.675394,13.035081,12.136880,1.019954,0.521004,0.944682,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458021776381456384,38.341633,57.462981,-0.210869,-1.078619,0.020184,0.020541,0.419811,0.024438,14.780012,15.150293,14.227463,1.013021,0.613404,0.993671,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022188698297344,38.378624,57.484360,-0.303186,-1.122193,0.018434,0.020301,0.462475,0.024087,11.913387,12.208101,11.438156,1.731528,0.833752,0.983715,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022257417770496,38.336557,57.495394,-0.299312,-0.937908,0.022373,0.023391,0.396607,0.028347,14.907057,15.298513,14.303210,1.141088,0.623319,0.970941,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025555952547584,38.375123,57.639345,-0.210027,-0.990946,0.060605,0.063557,0.357295,0.071881,17.080969,17.803963,16.247938,0.965179,0.547908,0.957006,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026105708451328,38.147189,57.542655,-0.310543,-1.078897,0.021741,0.022321,0.395020,0.026942,14.872494,15.274558,14.285515,0.999015,0.690279,0.994154,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022360496966656,38.408639,57.511510,-0.391035,-1.158773,0.042852,0.044852,0.491478,0.055571,16.476322,17.105530,15.705724,1.018391,0.636320,0.949906,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022493632894464,38.284139,57.469671,-0.272685,-1.103722,0.012453,0.012899,0.408388,0.014857,11.844423,12.213348,11.267844,1.167711,0.756538,0.996715,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023563087809408,38.453927,57.505703,-0.403247,-1.052383,0.042441,0.042127,0.391439,0.052557,16.229424,17.004005,15.359081,1.114792,0.543541,0.974966,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025212355181952,38.432083,57.600698,-0.261022,-1.152384,0.019848,0.024384,0.358524,0.026696,11.342761,11.614619,10.895773,1.252643,0.546363,0.970917,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025792166826240,38.210756,57.518160,-0.273319,-1.179404,0.042273,0.041224,0.386890,0.046819,16.326931,16.904964,15.591320,0.987983,0.680431,0.984776,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026311866863360,38.245668,57.552565,-0.225239,-1.183938,0.017855,0.018842,0.413967,0.022156,14.624130,15.063942,14.000128,0.965810,0.777792,0.991084,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026346226582400,38.269498,57.573232,-0.388539,-1.129584,0.033935,0.035441,0.428525,0.041503,15.941068,16.462862,15.245199,1.047265,0.780656,0.985221,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026346226583296,38.277705,57.570773,-0.257161,-1.067689,0.013404,0.014385,0.430586,0.016651,12.067085,12.403794,11.552276,1.265989,0.844267,0.995873,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026964701879936,38.117073,57.583999,-0.298438,-1.123437,0.030362,0.032935,0.426521,0.038228,15.794004,16.302612,15.115789,1.046024,0.601228,0.992548,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023906685162112,38.404354,57.550548,-0.255372,-1.064041,0.029228,0.032127,0.507564,0.044082,15.726850,16.248013,15.031220,1.016908,0.543497,0.956647,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025006196770816,38.326135,57.584492,-0.199410,-1.099992,0.047275,0.049975,0.476332,0.059185,16.668120,17.391910,15.837924,0.933718,0.614755,0.977247,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025074916231552,38.371274,57.603823,-0.172612,-1.175286,0.049735,0.055636,0.399054,0.062995,16.765926,17.477016,15.937758,1.023650,0.654466,0.967264,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025246714912000,38.447434,57.612740,-0.302194,-1.110483,0.033083,0.035617,0.434054,0.039544,15.816291,16.292330,15.157995,1.003741,0.720072,0.992286,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025384153848320,38.492872,57.639811,-0.277542,-1.057950,0.029532,0.034439,0.495835,0.038753,15.688761,16.129604,15.069283,1.047029,0.000000,0.957525,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458025590312275584,38.396776,57.660899,-0.245214,-1.058295,0.022885,0.024797,0.395890,0.026296,15.065804,15.471324,14.477262,0.991503,0.543858,0.992967,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026002629222016,38.215422,57.551875,-0.303418,-1.179124,0.019078,0.021153,0.421884,0.024017,14.738852,15.200135,14.089993,1.071382,0.818450,0.992592,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458020122812272384,38.136740,57.503892,-0.286556,-1.075960,0.046651,0.048385,0.383700,0.056545,16.751305,17.410168,15.958495,0.998454,0.581200,0.987458,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458010197152415872,38.428466,57.462500,-0.292102,-1.079797,0.033431,0.034357,0.442299,0.040760,15.953414,16.463297,15.271702,1.011357,0.791742,0.991360,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458011331021205888,38.659448,57.504606,-0.283804,-1.094953,0.027081,0.028006,0.421826,0.033951,15.417648,15.855134,14.791623,0.991025,0.619907,0.992469,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458009922271731968,38.462875,57.432580,-0.317794,-1.083563,0.027685,0.031356,0.376473,0.035326,15.570660,16.061226,14.908380,1.057984,0.504690,0.987979,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458011434100126208,38.643557,57.531639,-0.318284,-1.169207,0.100580,0.106651,0.360075,0.136029,18.076067,19.141272,17.055616,0.998624,0.000000,0.934628,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458016549399162112,38.249477,57.430942,-0.296898,-1.115093,0.033446,0.035655,0.404581,0.043060,16.074500,16.570053,15.349815,0.999614,0.682805,0.991313,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458072491356823424,37.848300,57.658349,-0.331702,-1.122400,0.026853,0.029022,0.437850,0.034753,15.491931,15.940935,14.865606,0.992650,0.000000,0.983335,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458074346782689152,38.069165,57.638921,-0.259274,-1.159912,0.026605,0.027110,0.397533,0.032975,15.382931,15.820879,14.757539,1.053353,0.512941,0.989286,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458021260985324800,38.080661,57.572236,-0.151649,-1.078648,0.040691,0.041025,0.366142,0.051443,16.489328,17.203730,15.665256,0.953825,0.000000,0.959922,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022119978807936,38.408296,57.499538,-0.398262,-1.093921,0.052550,0.056356,0.443302,0.071220,16.838264,17.723780,15.899563,0.996148,0.741980,0.972809,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022978972258432,38.250500,57.530860,-0.448349,-1.113859,0.011757,0.012323,0.416713,0.014645,12.810168,13.204842,12.236571,1.073541,0.667349,0.978669,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023150770934016,38.364931,57.536444,-0.265173,-1.126192,0.026245,0.028796,0.480268,0.035749,15.399504,15.893419,14.723151,1.097918,0.770836,0.978010,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023253850138112,38.354704,57.551910,-0.212856,-1.216238,0.037808,0.040224,0.387584,0.049608,16.218744,16.777523,15.438670,1.038844,0.640242,0.967948,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023391289100544,38.293976,57.548357,-0.381570,-1.146849,0.015080,0.015726,0.407819,0.019229,11.023850,11.361074,10.481891,1.298778,0.859578,0.991461,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023936741891712,38.406135,57.556504,-0.328276,-1.179957,0.011851,0.012403,0.452822,0.015351,12.179430,12.471642,11.716210,1.001461,0.742915,0.974477,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458024009764357504,38.456775,57.568592,-0.422304,-1.171192,0.094713,0.098871,0.421334,0.122803,17.746468,18.705774,16.771800,0.987989,0.713696,0.929090,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458071804158161664,37.653550,57.644178,-0.273042,-1.000462,0.066807,0.069286,0.434870,0.084205,17.257452,18.028673,16.339476,1.051849,1.000000,0.908074,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458074518581381504,38.008916,57.645539,-0.201627,-0.950179,0.054713,0.054731,0.474130,0.067061,16.862003,17.566580,16.032814,1.031882,0.521004,0.910372,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458075892970869504,38.029404,57.722058,-0.287306,-0.960280,0.011703,0.012394,0.385211,0.014132,12.749138,13.074770,12.246221,0.977091,0.000000,0.954953,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458009784833003136,38.413973,57.435979,-0.337010,-1.151070,0.025660,0.027040,0.439991,0.032189,15.484371,15.966365,14.815417,0.973393,0.662508,0.988344,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458012464892256128,38.578783,57.568013,-0.385300,-1.127751,0.054436,0.058422,0.409083,0.069647,16.953344,17.689674,16.097689,1.017662,0.551002,0.972567,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458047305667916672,37.555566,57.523566,-0.392270,-1.062734,0.016031,0.017505,0.446026,0.020388,14.424217,14.747640,13.921097,0.964246,0.000000,0.916928,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458066684561120000,37.794459,57.506597,-0.253547,-1.039167,0.025922,0.026527,0.397944,0.030642,15.364360,15.792352,14.753049,1.016928,0.000000,0.984744,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458024181563051008,38.486040,57.562624,-0.313284,-1.140700,0.015709,0.017362,0.397128,0.020224,14.179141,14.522206,13.655403,1.110926,0.678086,0.994101,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458024765678598528,38.376863,57.582719,-0.290088,-1.143917,0.010817,0.011136,0.417906,0.014281,13.087739,13.443086,12.549902,0.969030,1.000000,0.996419,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458024937477293312,38.351710,57.582374,-0.280094,-1.195487,0.015860,0.015343,0.393420,0.019179,13.998017,14.370562,13.445135,1.025888,0.900791,0.989124,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026140068182400,38.155502,57.550078,-0.255222,-1.179092,0.044421,0.051497,0.381476,0.057590,16.600058,17.308730,15.778943,0.987771,0.583820,0.980516,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458026346226871552,38.280451,57.561634,-0.192695,-1.110897,0.020031,0.021596,0.439752,0.024774,14.914497,15.323856,14.299985,0.988352,0.783401,0.989921,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458020711229554944,38.037005,57.517333,-0.277417,-1.127235,0.025357,0.027794,0.410806,0.032127,15.482453,15.931912,14.852843,1.031861,0.562183,0.993096,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022287475809792,38.353901,57.508821,-0.338796,-1.160424,0.051982,0.051279,0.453467,0.066720,16.637835,17.370651,15.798136,1.063991,0.883733,0.980021,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458022978972613760,38.266535,57.528202,-0.357620,-1.026927,0.025462,0.026679,0.375216,0.031881,15.283862,15.717677,14.667972,1.070309,0.690416,0.982792,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023253850137216,38.354592,57.552580,-0.268823,-1.245904,0.033359,0.035552,0.408632,0.043077,15.965894,16.507100,15.183958,0.961185,0.869429,0.967458,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023936741889792,38.413870,57.563949,-0.303242,-1.007350,0.017782,0.019454,0.452766,0.022069,11.858219,12.088333,11.322038,1.585243,0.658852,0.984180,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458023941044896768,38.405876,57.555306,-0.354859,-1.220698,0.064483,0.063425,0.444935,0.077809,16.844946,17.325240,15.949716,1.076198,0.756654,0.956767,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458028304731629824,38.252192,57.632988,-0.281291,-1.083411,0.047928,0.051517,0.487557,0.056765,16.603848,17.294693,15.774576,1.030018,0.518584,0.979400,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
188,458029919639295104,38.273160,57.729975,-0.240514,-1.148573,0.018073,0.018907,0.395007,0.020713,14.626390,15.022452,14.047859,1.003198,0.000000,0.990052,mcmc,,,38.347968,57.545864,NGC_957,"NGC   957, [FSR2007] 0603",,
