Name,ID,source_id,inrt,Prob,ra,dec,pmra,pmdec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,RV,_RA.icrs,_DE.icrs
NGC_957             ,4463,458023185130672256,1,0.7134671609078876,38.3688814,57.5360818,-0.43749996,-1.13213951,0.37499223,18.025024,18.97056,17.069841,            ,38.36888502,57.5360868
NGC_957             ,4463,458023219490406400,1,1.0,38.33133603,57.5460003,-0.29959621,-1.14988059,0.38717219,13.582097,13.950202,13.030721,            ,38.33133851,57.5460054
NGC_957             ,4463,458023219490406656,1,0.9579176136254056,38.33999944,57.5447002,-0.2772391,-1.02938557,0.37578859,15.35202,15.794138,14.726615,            ,38.34000173,57.5447048
NGC_957             ,4463,458023219490409600,1,1.0,38.3370463,57.5412861,-0.38560957,-1.0920991,0.43383439,14.94565,15.351382,14.354079,            ,38.3370495,57.541291
NGC_957             ,4463,458023253850131712,1,0.683091972524856,38.35787689,57.5587452,-0.38187889,-1.098497,0.32888703,17.196802,18.0964,16.271624,            ,38.35788005,57.5587501
NGC_957             ,4463,458023253850132608,1,1.0,38.34796757,57.5587663,-0.30889819,-1.15428459,0.42347016,11.718846,11.977171,11.287033,            ,38.34797013,57.5587714
NGC_957             ,4463,458023253850133376,1,1.0,38.35177044,57.5562574,-0.23676243,-1.05402976,0.42780078,14.91748,15.414879,14.238898,            ,38.3517724,57.5562621
NGC_957             ,4463,458023253850137216,1,0.941914376384191,38.35459222,57.5525804,-0.26882274,-1.24590446,0.40863229,15.965894,16.5071,15.183958,            ,38.35459445,57.5525859
NGC_957             ,4463,458023253850138112,1,0.8561844088006672,38.35470414,57.5519101,-0.21285602,-1.21623807,0.38758383,16.218744,16.777523,15.43867,            ,38.3547059,57.5519155
NGC_957             ,4463,458023288209900544,1,1.0,38.30244782,57.5280864,-0.31609566,-1.06766589,0.40958897,14.416152,14.838553,13.809222,            ,38.30245044,57.5280911
NGC_957             ,4463,458023318268102912,1,1.0,38.31075465,57.5457163,-0.30767534,-1.02135964,0.40744261,16.828173,17.533695,16.011925,            ,38.3107572,57.5457208
NGC_957             ,4463,458023322569627392,1,1.0,38.3017741,57.5427809,-0.32451778,-1.04996977,0.39822045,16.626522,17.223585,15.819852,            ,38.30177679,57.5427856
NGC_957             ,4463,458023322569628032,1,1.0,38.30156761,57.5418973,-0.28784243,-1.03136787,0.40912242,15.114763,15.516404,14.529131,            ,38.30157,57.5419019
NGC_957             ,4463,458023356929636224,1,1.0,38.27829402,57.5496653,-0.26750735,-1.13438558,0.42196918,14.651921,15.082966,14.039935,            ,38.27829624,57.5496704
NGC_957             ,4463,458023391289100544,1,1.0,38.2939761,57.5483573,-0.38156958,-1.14684942,0.40781927,11.023849,11.361074,10.481891,            ,38.29397926,57.5483624
NGC_957             ,4463,458023425648834560,1,1.0,38.32713647,57.5503923,-0.38690258,-1.11821622,0.45635542,15.392236,15.900043,14.714026,            ,38.32713967,57.5503973
NGC_957             ,4463,458023460008555648,1,0.8270545741505846,38.33257759,57.5718027,-0.38791701,-1.09381922,0.37358236,17.264782,18.070738,16.40419,            ,38.3325808,57.5718076
NGC_957             ,4463,458023528728025856,1,1.0,38.32483365,57.5805685,-0.27963876,-1.02242966,0.40412573,14.80609,15.191018,14.24036,            ,38.32483597,57.5805731
NGC_957             ,4463,458023528728027392,1,0.9782938691168864,38.31603025,57.579602,-0.23288504,-1.21067403,0.40331022,16.885883,17.656462,16.037445,            ,38.31603218,57.5796074
NGC_957             ,4463,458023528728032256,1,0.8411114289156659,38.31746113,57.574058,-0.1520173,-1.199116,0.43914929,14.015369,14.360061,13.487556,            ,38.31746239,57.5740633
NGC_957             ,4463,458023528728034176,1,1.0,38.31978593,57.5711456,-0.26961651,-1.15270846,0.42624555,13.402436,13.728371,12.897608,            ,38.31978816,57.5711508
NGC_957             ,4463,458023563087809408,1,0.8976476457337073,38.45392736,57.5057026,-0.40324707,-1.05238342,0.39143894,16.229424,17.004005,15.359081,            ,38.4539307,57.5057073
NGC_957             ,4463,458023597447535488,1,0.978587930078176,38.48292344,57.5174004,-0.21711253,-1.1715055,0.41048369,14.688303,15.100544,14.090776,            ,38.48292523,57.5174056
NGC_957             ,4463,458023631807274880,1,1.0,38.44554015,57.5217155,-0.21127297,-1.11223872,0.43409155,14.116264,14.490246,13.561559,            ,38.4455419,57.5217205
NGC_957             ,4463,458023730584967936,1,0.809220979471669,38.50856586,57.5422697,-0.34398496,-1.07840375,0.34855503,17.87672,18.793907,16.972145,            ,38.50856871,57.5422745
NGC_957             ,4463,458023906685162112,1,0.7691992600686279,38.40435446,57.550548,-0.25537232,-1.06404124,0.5075636,15.72685,16.248013,15.03122,            ,38.40435658,57.5505527
NGC_957             ,4463,458023906685170816,1,1.0,38.39081746,57.5435672,-0.24909594,-1.09168979,0.42368392,9.687481,9.987652,9.206292,            ,38.39081952,57.5435721
NGC_957             ,4463,458023906685172608,1,1.0,38.40901842,57.5376597,-0.25938482,-1.06673665,0.4049215,13.607064,14.027257,12.999406,            ,38.40902057,57.5376644
NGC_957             ,4463,458023936741889792,1,0.8153868579841961,38.41387035,57.5639495,-0.30324227,-1.0073502,0.45276603,11.858219,12.088333,11.322038,            ,38.41387287,57.563954
NGC_957             ,4463,458023936741891712,1,1.0,38.40613494,57.5565039,-0.3282762,-1.17995661,0.45282225,12.17943,12.471642,11.71621,            ,38.40613766,57.5565092
NGC_957             ,4463,458023936744770176,1,0.7121753963634775,38.41391903,57.554007,-0.22791267,-1.15160189,0.34182758,18.68722,19.735699,17.665586,            ,38.41392092,57.5540122
NGC_957             ,4463,458023941037297408,1,0.7299958852374849,38.41160278,57.5533031,-0.30604288,-1.01558254,0.49849227,15.790685,16.124876,14.811772,            ,38.41160532,57.5533076
NGC_957             ,4463,458023941044896768,1,0.914432304840939,38.40587635,57.5553059,-0.35485898,-1.22069781,0.4449352,16.844538,17.32524,15.949716,            ,38.40587929,57.5553114
NGC_957             ,4463,458023941044905856,1,0.8551391102713805,38.42010554,57.5427813,-0.37172683,-1.20515212,0.46694325,14.884265,15.296946,14.288986,            ,38.42010862,57.5427866
NGC_957             ,4463,458024009764357504,1,0.9299272948194188,38.45677475,57.5685924,-0.42230446,-1.17119237,0.42133369,17.746468,18.705774,16.7718,            ,38.45677825,57.5685976
NGC_957             ,4463,458024009764368512,1,0.9448309254078172,38.46267643,57.5563864,-0.18063847,-1.09303822,0.41578724,15.045744,15.410567,14.499857,            ,38.46267793,57.5563912
NGC_957             ,4463,458024044124101120,1,1.0,38.42037985,57.5684977,-0.31408737,-1.13464395,0.42456188,15.716344,16.155552,15.099529,            ,38.42038245,57.5685027
NGC_957             ,4463,458024044124105984,1,0.9238227519768116,38.42930287,57.5613013,-0.19483257,-1.06052854,0.4415225,14.82047,15.172441,14.286731,            ,38.42930449,57.561306
NGC_957             ,4463,458024078483833216,1,0.9247391573760488,38.43987654,57.5721053,-0.27876875,-1.11517833,0.48079909,15.005161,15.390185,14.430836,            ,38.43987885,57.5721103
NGC_957             ,4463,458024108540586240,1,0.8808552574613328,38.51805187,57.5443062,-0.37360412,-1.16432746,0.45733985,12.476835,12.747272,12.039347,            ,38.51805497,57.5443114
NGC_957             ,4463,458024181563051008,1,1.0,38.48604035,57.5626245,-0.31328369,-1.14069984,0.39712759,14.179141,14.522206,13.655403,            ,38.48604295,57.5626295
NGC_957             ,4463,458024250282511360,1,0.7904249581538492,38.55340882,57.579342,-0.24183976,-1.10516401,0.3650128,18.49556,19.606007,17.484768,            ,38.55341082,57.5793469
NGC_957             ,4463,458024387721469696,1,1.0,38.4847406,57.5804674,-0.33388545,-1.13661459,0.41159227,16.574913,17.233845,15.784439,            ,38.48474336,57.5804724
NGC_957             ,4463,458024422081198208,1,0.9515902514367798,38.50025124,57.5943192,-0.2501752,-1.17803823,0.44142645,13.566966,13.938712,13.01399,            ,38.50025331,57.5943244
NGC_957             ,4463,458024662599409664,1,1.0,38.38226431,57.5492544,-0.32969392,-1.1711492,0.44052498,13.698237,14.041069,13.172477,            ,38.38226704,57.5492596
NGC_957             ,4463,458024692655227904,1,0.8546084632197126,38.39559762,57.5596549,-0.2862275,-1.14193818,0.50248792,16.703981,17.415066,15.876244,            ,38.39559999,57.5596599
NGC_957             ,4463,458024696959130496,1,0.9634644767615764,38.39476402,57.5714429,-0.28274101,-1.0613308,0.37406078,15.284703,15.690162,14.696099,            ,38.39476636,57.5714476
NGC_957             ,4463,458024696959137536,1,1.0,38.38717535,57.5643695,-0.22486,-1.18644053,0.41036882,15.306328,15.69819,14.728304,            ,38.38717722,57.5643747
NGC_957             ,4463,458024731318868224,1,1.0,38.36410707,57.5758848,-0.28426431,-1.04551382,0.40975981,15.78668,16.254623,15.143819,            ,38.36410942,57.5758895
NGC_957             ,4463,458024765670988416,1,1.0,38.38292065,57.5691838,-0.35049225,-1.17228566,0.40527399,10.538606,10.797429,10.107277,            ,38.38292355,57.569189
NGC_957             ,4463,458024765678598528,1,1.0,38.37686292,57.5827185,-0.29008769,-1.14391707,0.41790617,13.087739,13.443086,12.549902,            ,38.37686532,57.5827236
NGC_957             ,4463,458024765678604416,1,0.8038481326673593,38.37206725,57.5766939,-0.35731326,-1.05746922,0.34763112,16.513424,17.185234,15.690925,            ,38.37207022,57.5766986
NGC_957             ,4463,458024765678604800,1,1.0,38.36876012,57.576549,-0.32098169,-1.04017692,0.40124247,12.728894,13.061976,12.218746,            ,38.36876278,57.5765536
NGC_957             ,4463,458024800038341248,1,1.0,38.40641366,57.573593,-0.34774919,-1.16935133,0.41682644,13.683892,14.027553,13.157664,            ,38.40641654,57.5735982
NGC_957             ,4463,458024834398070272,1,0.6932318505146131,38.42778008,57.5847452,-0.45834881,-1.10828188,0.46980623,16.163694,16.747261,15.422227,            ,38.42778388,57.5847501
NGC_957             ,4463,458024868757812736,1,1.0,38.39842076,57.5810916,-0.33406406,-1.17802524,0.42145079,13.956218,14.317718,13.411841,            ,38.39842353,57.5810968
NGC_957             ,4463,458024898816299904,1,0.8065855852473859,38.40651916,57.6062846,-0.45975392,-1.0717908,0.41806585,16.093,16.619648,15.357052,            ,38.40652297,57.6062893
NGC_957             ,4463,458024937477293312,1,0.9580549845252978,38.35171037,57.5823742,-0.28009444,-1.19548712,0.39341991,13.998017,14.370562,13.445135,            ,38.3517127,57.5823796
NGC_957             ,4463,458024967535737856,1,1.0,38.35778387,57.5959814,-0.28994368,-1.07760557,0.39604314,17.627878,18.653763,16.654894,            ,38.35778627,57.5959862
NGC_957             ,4463,458024971837030016,1,0.7586690945192222,38.36893112,57.5820746,-0.29046921,-1.27772964,0.42020377,16.06355,16.62277,15.345613,            ,38.36893352,57.5820803
NGC_957             ,4463,458025006196761728,1,0.9280738795374768,38.33285928,57.5977494,-0.25137099,-1.1273691,0.45410294,17.10976,17.9168,16.237598,            ,38.33286136,57.5977544
NGC_957             ,4463,458025006196767872,1,1.0,38.3302313,57.5876619,-0.29986329,-1.10600521,0.41914346,14.036587,14.397267,13.493451,            ,38.33023378,57.5876668
NGC_957             ,4463,458025006196770816,1,0.7785648898779312,38.32613488,57.5844923,-0.19940953,-1.0999917,0.47633225,16.66812,17.39191,15.837924,            ,38.32613654,57.5844972
NGC_957             ,4463,458025074916231552,1,0.805690099507739,38.37127437,57.6038231,-0.17261184,-1.17528647,0.39905413,16.765926,17.477016,15.937758,            ,38.3712758,57.6038283
NGC_957             ,4463,458025074916234624,1,1.0,38.38391028,57.5972741,-0.33716822,-1.15511192,0.42316745,12.60257,12.943671,12.083853,            ,38.38391307,57.5972792
NGC_957             ,4463,458025143635705856,1,1.0,38.36605293,57.6080824,-0.28647188,-1.08157672,0.38848921,16.674223,17.334888,15.879122,            ,38.36605531,57.6080872
NGC_957             ,4463,458025212355181952,1,0.7978256556091206,38.43208315,57.600698,-0.26102184,-1.15238401,0.35852351,11.342761,11.614619,10.895773,            ,38.43208531,57.6007032
NGC_957             ,4463,458025246714912000,1,1.0,38.44743421,57.6127397,-0.30219352,-1.11048321,0.43405371,15.816291,16.29233,15.157995,            ,38.44743672,57.6127447
NGC_957             ,4463,458025384153848320,1,0.6907200683715505,38.49287209,57.6398106,-0.27754183,-1.05794975,0.49583493,15.688761,16.129604,15.069284,            ,38.4928744,57.6398153
NGC_957             ,4463,458025384153849216,1,0.8645091016997999,38.49326808,57.637176,-0.22996464,-1.16940368,0.431289,15.020897,15.421476,14.432838,            ,38.49326999,57.6371812
NGC_957             ,4463,458025487233078784,1,0.973165183703022,38.39466238,57.6224469,-0.21166036,-1.0394946,0.41936545,15.463305,15.906373,14.840732,            ,38.39466414,57.6224515
NGC_957             ,4463,458025487233082112,1,0.7909430401714403,38.40134527,57.6167395,-0.31619856,-1.07124185,0.49504714,16.539505,17.233828,15.731809,            ,38.40134789,57.6167442
NGC_957             ,4463,458025590312275584,1,0.821191021952629,38.39677648,57.660899,-0.24521447,-1.05829535,0.39589016,15.065804,15.471324,14.477262,            ,38.39677852,57.6609037
NGC_957             ,4463,458025792166826240,1,0.9059468562477424,38.21075642,57.5181598,-0.27331948,-1.17940373,0.38688955,16.326931,16.904964,15.59132,            ,38.21075868,57.5181651
NGC_957             ,4463,458025796470820352,1,1.0,38.22276562,57.5136251,-0.31225531,-1.12800511,0.4339912,16.352764,16.93161,15.608192,            ,38.2227682,57.5136302
NGC_957             ,4463,458025860888681216,1,1.0,38.18607267,57.5292399,-0.26682827,-1.10988948,0.39745798,18.905365,19.947796,17.948317,            ,38.18607488,57.5292448
NGC_957             ,4463,458025933909747968,1,1.0,38.24770532,57.5443701,-0.40401808,-1.07166419,0.40109841,16.326605,16.919651,15.554023,            ,38.24770866,57.5443749
NGC_957             ,4463,458026002629214976,1,1.0,38.22868702,57.5581904,-0.25153197,-1.13265838,0.40608077,13.008141,13.38121,12.462172,            ,38.2286891,57.5581954
NGC_957             ,4463,458026002629222016,1,1.0,38.21542161,57.5518747,-0.30341831,-1.179124,0.42188374,14.738852,15.200135,14.089993,            ,38.21542413,57.55188
NGC_957             ,4463,458026002629225216,1,1.0,38.2265581,57.5467146,-0.39619782,-1.11923148,0.42263981,12.098022,12.404795,11.615844,            ,38.22656138,57.5467195
NGC_957             ,4463,458026105708451328,1,1.0,38.14718882,57.5426546,-0.31054315,-1.07889659,0.39502049,14.872494,15.274558,14.285515,            ,38.14719139,57.5426594
NGC_957             ,4463,458026105708453376,1,1.0,38.14679185,57.5392359,-0.27703372,-1.11976333,0.4327974,11.425577,11.724225,10.947184,            ,38.14679415,57.5392409
NGC_957             ,4463,458026140068182400,1,0.8484539180217495,38.15550226,57.5500778,-0.25522158,-1.17909186,0.38147564,16.600058,17.30873,15.778943,            ,38.15550437,57.550083
NGC_957             ,4463,458026174427918976,1,0.7961655447505439,38.18770247,57.5492353,-0.24060981,-0.97137644,0.42848294,16.771944,17.538118,15.919389,            ,38.18770446,57.5492396
NGC_957             ,4463,458026208787635968,1,0.9639335162347054,38.20483889,57.5726557,-0.2014258,-1.19460871,0.43364515,11.864969,12.222994,11.32513,            ,38.20484056,57.572661
NGC_957             ,4463,458026208787641984,1,0.8332086997394131,38.21999454,57.5651326,-0.38760296,-1.13620899,0.46879118,15.933682,16.53759,15.177871,            ,38.21999775,57.5651376
NGC_957             ,4463,458026311866858496,1,1.0,38.25328619,57.5577903,-0.29901049,-1.04281358,0.40259907,15.058102,15.515639,14.412768,            ,38.25328867,57.557795
NGC_957             ,4463,458026311866862208,1,0.9218192058942848,38.25786484,57.5526589,-0.27802161,-1.15044902,0.48447156,16.782234,17.48467,15.971822,            ,38.25786714,57.552664
NGC_957             ,4463,458026311866863360,1,1.0,38.24566775,57.5525649,-0.22523875,-1.18393815,0.4139666,14.62413,15.063942,14.000128,            ,38.24566962,57.5525701
NGC_957             ,4463,458026346226582400,1,1.0,38.26949772,57.5732321,-0.38853854,-1.12958354,0.42852467,15.941068,16.462862,15.245199,            ,38.26950094,57.5732371
NGC_957             ,4463,458026346226583296,1,1.0,38.27770462,57.5707726,-0.25716107,-1.06768875,0.4305861,12.067085,12.403794,11.552276,  -29.645544,38.27770675,57.5707773
NGC_957             ,4463,458026346226590848,1,0.7583776177305251,38.26615866,57.563522,-0.16755018,-0.97286904,0.3966788,15.455113,15.873842,14.862068,            ,38.26616005,57.5635263
NGC_957             ,4463,458026346226871552,1,1.0,38.28045086,57.5616344,-0.19269496,-1.11089746,0.43975242,14.914497,15.323856,14.299985,            ,38.28045246,57.5616393
NGC_957             ,4463,458026449305788032,1,1.0,38.28397369,57.5845247,-0.28623467,-1.15819728,0.41296395,14.94404,15.336224,14.369694,            ,38.28397607,57.5845299
NGC_957             ,4463,458026449305794176,1,0.90457338959355,38.28306888,57.5779383,-0.26213638,-1.17099683,0.46380179,17.308828,18.135288,16.423304,            ,38.28307106,57.5779435
NGC_957             ,4463,458026513723952896,1,0.7812711546821681,38.2656377,57.5908272,-0.43655974,-1.18684888,0.43760609,16.945261,17.796715,16.034365,            ,38.26564132,57.5908325
NGC_957             ,4463,458026518025266432,1,0.8950807194715605,38.26488045,57.5849613,-0.2420362,-1.11347213,0.36866918,16.174906,16.7193,15.458614,            ,38.26488246,57.5849662
NGC_957             ,4463,458026689823949312,1,1.0,38.21669407,57.6010071,-0.35048875,-1.12381832,0.40277918,16.199556,16.778074,15.460658,            ,38.21669698,57.6010121
NGC_957             ,4463,458026719880692096,1,1.0,38.25788736,57.601687,-0.32534524,-1.0631097,0.41536696,12.150561,12.459872,11.648425,            ,38.25789006,57.6016917
NGC_957             ,4463,458026964701879936,1,1.0,38.11707314,57.5839987,-0.29843808,-1.1234366,0.42652086,15.794004,16.302612,15.115789,            ,38.11707561,57.5840037
NGC_957             ,4463,458026999061619200,1,0.8198435037148779,38.16739663,57.5769411,-0.25265209,-1.03751007,0.44029367,15.322712,15.753361,14.712295,            ,38.16739872,57.5769457
NGC_957             ,4463,458027510156472960,1,0.6957828611809632,38.17645895,57.6219757,-0.46106084,-1.04478625,0.43329853,19.453043,20.632767,18.357262,            ,38.17646277,57.6219804
NGC_957             ,4463,458027548817393920,1,0.8379640801242141,38.20745726,57.6251482,-0.25186422,-1.14631429,0.45317369,15.91262,16.415533,15.229623,            ,38.20745935,57.6251533
NGC_957             ,4463,458027548817395584,1,0.7201682146250353,38.20331297,57.6237664,-0.16859306,-1.04536517,0.46498601,15.57262,16.09067,14.884094,            ,38.20331437,57.6237711
NGC_957             ,4463,458027892414760064,1,0.8966502647030482,38.15901497,57.6629861,-0.2603937,-1.08702746,0.40615307,15.591558,16.212845,14.825497,            ,38.15901713,57.6629909
NGC_957             ,4463,458028064213786752,1,0.8287214530237714,38.31067552,57.6270738,-0.31639955,-1.07606571,0.3738572,16.312775,16.915533,15.562025,            ,38.31067814,57.6270786
NGC_957             ,4463,458028098573196032,1,0.7844456309603206,38.34746179,57.6267592,-0.1742942,-1.01023268,0.43080359,15.490694,15.958276,14.844735,            ,38.34746323,57.6267637
NGC_957             ,4463,458028098573197440,1,0.9171253124320734,38.33431773,57.6259604,-0.23373983,-1.00504429,0.4153719,16.857832,17.544365,16.037472,            ,38.33431967,57.6259649
NGC_957             ,4463,458028132932929280,1,0.6971591720796512,38.35483183,57.6358554,-0.2489942,-1.07552563,0.33203732,16.782038,17.521524,15.94283,            ,38.3548339,57.6358602
NGC_957             ,4463,458028304731629824,1,0.811880481694149,38.25219159,57.6329885,-0.28129143,-1.08341148,0.48755665,16.603848,17.294693,15.774576,            ,38.25219393,57.6329933
NGC_957             ,4463,458028442173366400,1,0.7548341851075515,38.28756452,57.6549734,-0.25461909,-1.02093927,0.4478368,16.721737,17.418537,15.897462,            ,38.28756663,57.6549779
NGC_957             ,4463,458028540955341568,1,0.718762564986385,38.36958064,57.6601646,-0.43663674,-1.12417663,0.39170848,19.764202,20.567856,18.954084,            ,38.36958427,57.6601696
NGC_957             ,4463,458028781467007360,1,0.7168835515862677,38.3285809,57.6822342,-0.36469772,-1.06761411,0.33955615,17.779415,18.662733,16.828608,            ,38.32858393,57.682239
NGC_957             ,4463,458028923206887680,1,0.7598987728073952,38.36480942,57.6945332,-0.2558818,-1.24609558,0.42071368,17.68429,18.56333,16.79178,            ,38.36481155,57.6945387
NGC_957             ,4463,458029056342896896,1,0.786532076780121,38.24202601,57.6452352,-0.30703113,-1.24598356,0.43782756,12.277777,12.584949,11.797325,            ,38.24202856,57.6452407
NGC_957             ,4463,458029060645866752,1,0.7978256556091206,38.2237833,57.6501226,-0.25261339,-1.09119469,0.34635373,15.241652,15.747727,14.560812,            ,38.2237854,57.6501275
NGC_957             ,4463,458029365582585600,1,0.7230076359324666,38.21852536,57.6919124,-0.17125224,-1.01772349,0.40760355,17.078182,17.826311,16.231602,            ,38.21852679,57.691917
NGC_957             ,4463,458029919639295104,1,0.7184827268074249,38.27315982,57.7299752,-0.24051386,-1.14857316,0.3950074,14.62639,15.022452,14.047859,            ,38.27316182,57.7299803
NGC_957             ,4463,458030022718506240,1,0.7430452643888111,38.29075688,57.7490158,-0.33791916,-1.11418802,0.41406614,16.307346,16.926998,15.553335,            ,38.29075969,57.7490208
NGC_957             ,4463,458045999997870720,1,0.6803131159578782,37.56958356,57.4708524,-0.39023984,-1.15258048,0.39798546,16.301281,16.917477,15.53494,            ,37.56958679,57.4708575
NGC_957             ,4463,458065859927404800,1,0.7590621583641461,37.81165184,57.4861613,-0.326088,-1.16793937,0.42813946,13.869284,14.214839,13.334441,            ,37.81165453,57.4861665
NGC_957             ,4463,458066031726094848,1,0.7614776083959623,37.9114794,57.4789464,-0.37412389,-1.13304838,0.42681018,16.4212,17.079834,15.63335,            ,37.91148249,57.4789514
NGC_957             ,4463,458067062518240640,1,0.7477725809719337,37.79419092,57.5130788,-0.36296321,-1.11895722,0.40027176,11.419643,11.742347,10.916262,            ,37.79419392,57.5130837
NGC_957             ,4463,458067543554574080,1,0.7878949426811855,37.93945646,57.5041929,-0.39967369,-1.12737067,0.42494563,16.38187,16.997513,15.614428,            ,37.93945976,57.504198
NGC_957             ,4463,458067749712984576,1,0.6806772799230427,37.94728401,57.5493676,-0.36627289,-1.01494648,0.43596231,14.767496,15.257384,14.103048,            ,37.94728704,57.5493721
NGC_957             ,4463,458068466964527744,1,0.7394004517361457,37.96088193,57.5960131,-0.34688058,-1.02484285,0.42033302,17.792473,18.692558,16.86483,            ,37.96088481,57.5960176
NGC_957             ,4463,458068539986921728,1,0.8570690327448203,38.00730846,57.6196995,-0.3640923,-1.14896949,0.43191865,14.858761,15.245302,14.286244,            ,38.00731148,57.6197046
NGC_957             ,4463,458068574346668800,1,0.7431388825101337,37.97374359,57.6088184,-0.32510537,-1.1103076,0.45270817,14.936206,15.344014,14.34563,            ,37.97374629,57.6088234
NGC_957             ,4463,458072353917880832,1,0.7466584709648075,37.79415375,57.6463876,-0.30451662,-1.09769709,0.42693014,15.79292,16.2872,15.120263,            ,37.79415628,57.6463925
NGC_957             ,4463,458072491356823424,1,0.6964589381247208,37.84829975,57.6583486,-0.33170161,-1.12240027,0.43784974,15.491931,15.940935,14.865606,            ,37.8483025,57.6583535
NGC_957             ,4463,458073247271056640,1,0.698175862069153,37.72521812,57.6900452,-0.40195395,-1.00887903,0.40911427,14.498451,14.928264,13.880298,            ,37.72522146,57.6900496
NGC_957             ,4463,458073831386731392,1,0.7063203530121693,37.79228447,57.7529549,-0.35157109,-1.11245333,0.41732322,13.939473,14.418233,13.282582,            ,37.7922874,57.7529598
NGC_957             ,4463,458074205040895744,1,0.6845289748622604,38.02171382,57.61448,-0.3203897,-1.20834889,0.44961885,18.36246,19.388184,17.387892,            ,38.02171648,57.6144854
NGC_957             ,4463,458074312422947584,1,0.9098119926000816,38.11032202,57.6381747,-0.31035398,-1.12256794,0.43034434,13.79625,14.151926,13.258619,            ,38.11032459,57.6381797
NGC_957             ,4463,458074346782689152,1,0.8296647658182904,38.06916517,57.6389206,-0.2592743,-1.1599115,0.39753314,15.382931,15.820879,14.757539,            ,38.06916732,57.6389257
NGC_957             ,4463,458074862178734208,1,0.8824923063623251,38.15180503,57.6811309,-0.27952836,-1.10612699,0.41709679,16.285007,16.857428,15.540758,            ,38.15180735,57.6811358
NGC_957             ,4463,458074965257964288,1,0.7020073108396913,38.06605753,57.6700912,-0.20670633,-0.94771287,0.44186406,14.957175,15.364848,14.364234,            ,38.06605925,57.6700954
NGC_957             ,4463,458075652452901760,1,0.7036205896435375,37.97451572,57.6937941,-0.2253396,-1.06604791,0.41352335,13.888088,14.272183,13.305758,            ,37.9745176,57.6937988
NGC_957             ,4463,458075686808420992,1,0.7320768311504933,37.97990134,57.702898,-0.36131852,-1.02589185,0.41957586,17.576992,18.310848,16.627918,            ,37.97990435,57.7029026
NGC_957             ,4463,458083486473122176,1,0.6835977366785082,37.59988194,57.6523149,-0.30087043,-1.07792842,0.40387001,15.180954,15.629009,14.553179,            ,37.59988444,57.6523197
NGC_957             ,4463,458101662772544128,1,0.6896367919642024,38.80556866,57.4764674,-0.22696055,-1.12472766,0.45457413,16.506138,17.119936,15.735385,            ,38.80557053,57.4764724
NGC_957             ,4463,458101903290712576,1,0.7144132435185994,38.74169856,57.4851055,-0.27238283,-1.12998512,0.38601916,17.011278,17.851498,16.11306,            ,38.74170081,57.4851105
NGC_957             ,4463,458102418686763264,1,0.7788385185648845,38.86481975,57.5525165,-0.26023046,-1.12945419,0.43980257,14.884397,15.310961,14.270815,            ,38.8648219,57.5525215
NGC_957             ,4463,458102831003624832,1,0.7413464397090332,38.96636989,57.5365981,-0.25878205,-1.10442714,0.40785776,13.601322,13.974364,13.042485,            ,38.96637203,57.536603
NGC_957             ,4463,458103243320469504,1,0.8386554742166233,38.9665174,57.5827436,-0.26271772,-1.1184466,0.42519488,14.93963,15.402984,14.291849,            ,38.96651958,57.5827486
NGC_957             ,4463,458104441608559104,1,0.6823514656401544,38.9422117,57.6091984,-0.1634522,-1.18535713,0.39683353,19.226042,20.243282,18.262407,            ,38.94221305,57.6092036
NGC_957             ,4463,458104995667161088,1,0.8155950003487847,38.70205799,57.5091425,-0.36962036,-1.09359166,0.42187503,15.22252,15.75216,14.519923,            ,38.70206105,57.5091474
NGC_957             ,4463,458105339264532992,1,0.7436969940702763,38.71267157,57.5457881,-0.16602574,-1.12710397,0.39835439,19.308657,20.407642,18.271301,            ,38.71267294,57.5457931
NGC_957             ,4463,458105545422956032,1,0.6945088661641498,38.74264509,57.5666919,-0.33539957,-1.09199981,0.45476346,13.87772,14.215466,13.360097,            ,38.74264787,57.5666967
NGC_957             ,4463,458105545422957440,1,0.7025669541842392,38.74894414,57.5621837,-0.35309186,-1.10621194,0.45334769,17.089285,17.889751,16.203205,            ,38.74894706,57.5621886
NGC_957             ,4463,458106129538047232,1,0.8476545796546915,38.63252577,57.5736057,-0.18782967,-1.15973731,0.42054387,16.979246,17.705994,16.124733,            ,38.63252732,57.5736109
NGC_957             ,4463,458106541854899712,1,0.7477372597479865,38.61445827,57.6250215,-0.19543495,-1.14703881,0.45054218,14.89984,15.266444,14.345756,            ,38.61445989,57.6250266
NGC_957             ,4463,458106610574828672,1,0.7117947420584055,38.70522694,57.6193254,-0.15999331,-1.12746408,0.4435921,14.829028,15.364287,14.123296,            ,38.70522827,57.6193304
NGC_957             ,4463,458106679294307456,1,0.7763446442450178,38.69562895,57.6167214,-0.32162243,-1.1217408,0.45125163,13.621863,13.99765,13.058225,            ,38.69563162,57.6167264
NGC_957             ,4463,458106748013776256,1,0.8386554742166233,38.7481724,57.6342769,-0.29019062,-1.16039509,0.4157498,16.9923,17.564278,16.034569,            ,38.74817481,57.6342821
NGC_957             ,4463,458106748013777152,1,0.7083200552236488,38.73034277,57.6341356,-0.26060542,-1.10280406,0.37706708,14.662798,15.068039,14.070723,            ,38.73034493,57.6341405
