Name,ID,source_id,inrt,Prob,ra,dec,pmra,pmdec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,RV,_RA.icrs,_DE.icrs
NGC_957             ,4463,458106782373516416,1,0.7595447018997112,38.70251401,57.6347002,-0.26110434,-1.08980895,0.39910056,11.05392,11.350863,10.57583,            ,38.70251618,57.634705
NGC_957             ,4463,458107297769581568,1,0.78153876307881,38.88031998,57.6387463,-0.20164294,-1.08167746,0.42312421,15.295897,15.737786,14.668477,            ,38.88032166,57.6387512
NGC_957             ,4463,458107538287748224,1,0.7511304599550497,38.8169445,57.6500042,-0.24094893,-1.10159713,0.42995169,15.121244,15.551065,14.503509,            ,38.8169465,57.6500091
NGC_957             ,4463,458108259842465536,1,0.68484362815924,38.77311853,57.6583828,-0.21780167,-1.0680615,0.46015235,15.493618,15.95364,14.857215,            ,38.77312034,57.6583876
NGC_957             ,4463,458108397281195648,1,0.7318810401490928,38.80356759,57.6797973,-0.3051894,-1.15542168,0.38929577,16.700254,17.362818,15.90908,            ,38.80357012,57.6798024
NGC_957             ,4463,458108947036982656,1,0.8062379428057367,38.84772057,57.7294203,-0.27250621,-1.12721881,0.41466072,15.685308,16.147154,15.033925,            ,38.84772284,57.7294253
NGC_957             ,4463,458109324994146304,1,0.7296670516347917,39.08899232,57.6086785,-0.26735798,-1.07279593,0.39823505,17.147217,17.888893,16.2984,            ,39.08899454,57.6086833
NGC_957             ,4463,458109428073355392,1,0.8386554742166233,39.06539439,57.6262375,-0.22877085,-1.15331195,0.41758413,13.77011,14.106137,13.25076,            ,39.06539629,57.6262426
NGC_957             ,4463,458110321426510848,1,0.7697791409444669,39.14633837,57.7041489,-0.13936824,-1.12350287,0.40108849,14.425355,14.802373,13.862611,            ,39.14633953,57.7041539
NGC_957             ,4463,458110561944704640,1,0.7039817660537578,39.04114309,57.6628314,-0.28554059,-1.21338857,0.41169562,17.961521,18.77872,17.007156,            ,39.04114546,57.6628368
NGC_957             ,4463,458110630664171008,1,0.7895162005361424,39.02053561,57.68603,-0.27248578,-1.11314034,0.39863757,14.799773,15.190755,14.222197,            ,39.02053787,57.686035
NGC_957             ,4463,458111111700490752,1,0.82500348787451,39.09204414,57.7163787,-0.17772049,-1.14407094,0.41942359,15.16568,15.609266,14.537284,            ,39.09204562,57.7163838
NGC_957             ,4463,458111317858920448,1,0.7568723906466096,39.00653394,57.7284977,-0.22981918,-1.04966645,0.41514065,15.21103,15.665172,14.558576,            ,39.00653586,57.7285023
NGC_957             ,4463,458111627096827264,1,0.748717042244503,39.19366993,57.7268294,-0.1378826,-1.05906576,0.3970162,13.468893,13.827514,12.925446,            ,39.19367108,57.7268341
NGC_957             ,4463,458111695816024064,1,0.8361241262238353,39.24828004,57.7318271,-0.11100799,-1.08972202,0.42154157,13.569362,13.89455,13.03347,            ,39.24828097,57.7318319
NGC_957             ,4463,458111730175765888,1,0.7426176896637948,39.20538868,57.7326269,-0.1640483,-1.12421714,0.44531726,16.90569,17.638685,16.077724,            ,39.20539005,57.7326319
NGC_957             ,4463,458112142492610560,1,0.7584721794131793,39.22718724,57.7580054,-0.13110774,-1.14124723,0.40011405,15.258212,15.619468,14.712876,            ,39.22718833,57.7580105
NGC_957             ,4463,458112554809445632,1,0.7899559636841185,39.23447199,57.8061317,-0.1752401,-1.0773046,0.39991659,15.67948,16.107632,15.068219,            ,39.23447345,57.8061364
NGC_957             ,4463,458113619961319808,1,0.7314780761170346,39.18683816,57.8413741,-0.17954937,-1.11488347,0.40470669,14.583831,14.990064,13.990988,            ,39.18683966,57.8413791
NGC_957             ,4463,458113856176962304,1,0.6827731733751857,38.95824241,57.7270563,-0.23816162,-1.21025973,0.42488255,17.320791,18.138838,16.424824,            ,38.95824439,57.7270617
NGC_957             ,4463,458114135357466240,1,0.7343461004788596,38.92687024,57.7401769,-0.19202863,-1.0366539,0.40140728,16.979982,17.78336,16.099245,            ,38.92687183,57.7401815
NGC_957             ,4463,458118121086736256,1,0.7079052437417215,38.5679472,57.5983585,-0.43368657,-1.07041368,0.38849196,16.507137,17.124239,15.744807,            ,38.5679508,57.5983633
NGC_957             ,4463,458118636482794496,1,0.692377044966719,38.5489874,57.6764874,-0.32926118,-1.04438436,0.35599274,15.941069,16.541204,15.188019,            ,38.54899014,57.676492
NGC_957             ,4463,458119186238589312,1,0.6839529400765224,38.621024,57.723295,-0.229689,-1.20164525,0.4106884,16.366072,16.95274,15.622424,            ,38.62102592,57.7233003
NGC_957             ,4463,458119220598354432,1,1.0,38.50506353,57.6520774,-0.30770481,-1.1502356,0.41274871,14.650632,15.065468,14.053585,            ,38.50506609,57.6520825
NGC_957             ,4463,458119529835993600,1,0.8601484891209392,38.47756929,57.6822412,-0.35988068,-1.13027719,0.40798432,11.173999,11.485493,10.679411,  -45.325092,38.47757228,57.6822462
NGC_957             ,4463,458120354469696768,1,0.7355910932497179,38.68275488,57.7095636,-0.30072161,-1.07901387,0.40064498,15.53774,15.989321,14.901901,            ,38.68275738,57.7095684
NGC_957             ,4463,458120869865750272,1,0.7159001599128187,38.73303284,57.7417602,-0.25021854,-1.09783339,0.43144266,14.606306,14.972892,14.040715,            ,38.73303492,57.7417651
NGC_957             ,4463,458122862730604800,1,0.7505591054993044,38.37410097,57.7305202,-0.27595525,-1.15353574,0.40407844,17.953707,18.906382,17.009743,            ,38.37410327,57.7305253
NGC_957             ,4463,458123373825319168,1,0.6865622988282614,38.45540441,57.7701186,-0.2192124,-1.04099645,0.43231617,12.645812,12.929538,12.192884,            ,38.45540624,57.7701233
NGC_957             ,4463,458136331748365824,1,0.7395547745034131,39.33857634,57.8533129,-0.1310323,-1.09564642,0.44214547,14.658161,15.086328,14.045058,            ,39.33857743,57.8533177
NGC_957             ,4463,458171309961659264,1,0.697299783820534,38.26383312,57.8294644,-0.31075298,-1.04393005,0.41931897,17.355274,18.126938,16.493143,            ,38.26383571,57.829469
NGC_957             ,4463,458175295691281920,1,0.697299783820534,38.11994952,57.8922944,-0.30740594,-1.10639661,0.4251373,15.782311,16.286776,15.105671,            ,38.11995209,57.8922993
