cluster_label,source_id,ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,membership_prob,prob_source,ms_flag,giant_flag,cluster_centre_ra,cluster_centre_dec,hunt24_name,simbad_name,sp_type,sp_class
11,2.06097E+18,305.437936,37.511545,-3.541385,-6.29151,0.043138,0.051448,0.448664,0.045242,16.62661,17.77242,15.561501,1.022209,0.90632,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.327114,37.4562,-3.500418,-6.438277,0.103999,0.111168,0.685773,0.102359,17.986671,19.801,16.716793,0.971726,0.941256,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.323696,37.51837,-3.587411,-6.425448,0.081782,0.096487,0.487181,0.083464,17.745392,19.36573,16.541971,0.954419,0.972517,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.410595,37.533007,-3.710492,-6.307051,0.048371,0.05825,0.576006,0.050036,6.540503,9.557435,5.057618,1.067896,0.991148,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.237498,37.502763,-3.613901,-6.130103,0.163926,0.199001,0.501751,0.174806,18.876013,20.319752,17.692078,0.990645,0.900884,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.255658,37.536079,-3.643453,-6.272632,0.042129,0.044317,0.482093,0.044581,16.615067,17.701319,15.584541,0.971856,0.965997,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.318734,37.46935,-3.551668,-6.341022,0.011224,0.010937,0.565807,0.011034,13.164682,14.055993,12.225078,1.026019,0.997454,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.209871,37.454482,-3.584679,-6.182409,0.043491,0.041658,0.596262,0.043169,16.290434,17.415447,15.236472,1.112556,0.980958,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.372248,37.431404,-3.618213,-6.201076,0.018217,0.019978,0.55733,0.018766,14.570085,15.438563,13.642741,1.0415,0.996965,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.180982,37.50277,-3.57165,-6.22075,0.133388,0.163528,0.60096,0.141144,18.465685,19.718039,17.387957,0.999673,0.914169,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.348887,37.400375,-3.646646,-6.52083,0.0194,0.023083,0.583695,0.019772,14.710028,15.616334,13.757596,1.043749,0.972932,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.388341,37.486497,-3.56321,-6.276159,0.028395,0.033514,0.590235,0.028785,15.814361,16.953924,14.753505,1.023718,0.995045,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.336945,37.451237,-3.685937,-6.242342,0.056971,0.057967,0.481808,0.058688,16.863941,18.216602,15.7201,0.977334,0.972695,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.267319,37.60812,-3.58004,-6.09458,0.014278,0.014348,0.565172,0.014333,14.084552,14.919638,13.176291,1.058359,0.993512,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.356454,37.502472,-3.757315,-6.349855,0.025833,0.028149,0.54429,0.025439,15.48756,16.593147,14.443576,1.002795,0.987482,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.387755,37.554533,-3.651226,-6.239908,0.0309,0.039199,0.604881,0.034301,16.079485,17.293114,14.994307,0.993764,0.992282,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.426196,37.508921,-3.531724,-6.41148,0.048319,0.057541,0.605851,0.050721,16.83711,18.33628,15.664448,0.985659,0.986832,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.25643,37.474768,-3.560114,-6.310762,0.058901,0.055914,0.443067,0.055677,16.939209,18.277523,15.809055,1.033243,0.903269,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.338507,37.495191,-3.605128,-6.448297,0.147324,0.175027,0.431296,0.151291,18.641426,20.300373,17.411829,1.006414,0.932273,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.381606,37.512768,-3.613695,-6.079827,0.060119,0.072821,0.648348,0.059293,17.01714,18.49667,15.846067,1.039568,0.969111,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.350785,37.471293,-3.700509,-6.386617,0.041573,0.04534,0.582857,0.042099,16.233196,17.407984,15.140018,1.193282,0.988947,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.21282,37.489087,-3.54817,-6.181923,0.017411,0.016424,0.531054,0.017492,14.499423,15.2501,13.640354,0.967915,0.983738,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.259524,37.584886,-3.604162,-6.078113,0.024017,0.024775,0.577452,0.024397,15.468783,16.253546,14.586858,1.040421,0.98826,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06098E+18,305.314793,37.695952,-3.628986,-6.178511,0.054182,0.064427,0.492142,0.056109,16.904602,18.15966,15.798036,1.055414,0.956929,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06098E+18,305.103619,37.598441,-3.611727,-6.147056,0.021117,0.021849,0.572577,0.020307,15.197978,15.869521,14.388831,1.035426,0.967355,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.489363,37.668192,-3.664443,-6.048287,0.060469,0.081809,0.565749,0.06606,17.263475,18.677969,16.115826,1.011501,0.956291,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06096E+18,305.222573,37.350616,-3.545378,-6.323676,0.024345,0.023325,0.589889,0.024175,15.40839,16.196611,14.522911,1.006296,0.968776,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06098E+18,305.114814,37.515801,-3.521204,-6.204916,0.033639,0.037865,0.549261,0.035194,16.116316,17.200369,15.083195,1.089573,0.960726,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.551686,37.646658,-3.485925,-6.050191,0.018752,0.022599,0.563931,0.019733,14.830043,15.675625,13.913692,1.003358,0.96748,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06098E+18,305.082892,37.615235,-3.581347,-6.151643,0.037419,0.037446,0.557716,0.035751,16.2873,17.202324,15.336733,0.963971,0.931774,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06099E+18,305.230896,37.732073,-3.710474,-6.223014,0.013887,0.013072,0.576519,0.013215,8.541767,8.925007,7.970097,0.972748,0.965889,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.432445,37.672937,-3.622032,-6.182572,0.030206,0.035786,0.582475,0.031976,15.584532,16.468187,14.643843,1.068258,0.991268,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.351924,37.42049,-3.740301,-6.22126,0.04549,0.051697,0.53818,0.047437,16.582779,17.85889,15.478386,1.043162,0.979806,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06097E+18,305.475849,37.562466,-3.588227,-6.259268,0.103337,0.138008,0.436996,0.112907,18.114098,19.592201,16.964779,0.921603,0.959972,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.366917,37.743722,-3.677896,-6.20988,0.023807,0.027334,0.59675,0.024987,15.419879,16.415522,14.424459,1.044347,0.964867,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06099E+18,305.214656,37.640878,-3.653683,-6.312324,0.010183,0.010653,0.570026,0.010769,13.200592,13.884231,12.386275,1.084271,0.99302,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06099E+18,305.165925,37.651937,-3.767178,-6.216351,0.017857,0.018092,0.54494,0.017563,14.791101,15.40346,14.024077,1.008007,0.935997,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06098E+18,305.344752,37.601402,-3.536121,-6.253707,0.030051,0.031888,0.548648,0.031487,15.844479,16.895391,14.830161,0.996808,0.994808,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06098E+18,305.364708,37.625985,-3.657866,-6.225242,0.017155,0.019583,0.525261,0.019278,14.683794,15.459321,13.809264,1.098743,0.988978,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.555436,37.6713,-3.6412,-6.465151,0.031593,0.037763,0.585998,0.033278,15.973153,16.995996,14.964571,1.020577,0.968402,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.610888,37.767346,-3.515069,-6.138888,0.027048,0.031566,0.568114,0.027751,15.531912,16.608185,14.501336,1.057687,0.905968,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.442346,37.748257,-3.505759,-6.06773,0.019603,0.022735,0.579645,0.02085,14.969294,16.037252,13.941924,1.055548,0.94582,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.409358,37.728839,-3.512734,-6.126859,0.030993,0.036195,0.569261,0.033436,15.939815,17.189005,14.837578,1.031736,0.973242,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.542127,37.654616,-3.566554,-6.236931,0.029857,0.028555,0.537305,0.023762,13.797506,,,1.122075,0.989991,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.393287,37.67986,-3.591562,-5.962851,0.014522,0.017908,0.547925,0.015531,14.271667,15.133842,13.344896,1.084032,0.964402,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06099E+18,305.188806,37.636533,-3.715442,-6.223214,0.028716,0.029818,0.540618,0.029043,15.911925,16.813175,14.964275,0.992574,0.970948,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06101E+18,305.328303,37.788859,-3.475726,-6.080906,0.010206,0.011289,0.55968,0.010538,11.829211,12.217339,11.262033,0.859918,0.93199,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.06101E+18,305.32222,37.812037,-3.607229,-6.02622,0.017086,0.016851,0.550991,0.016482,14.311736,14.767851,13.677592,0.991378,0.90054,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
11,2.061E+18,305.343698,37.724682,-3.539375,-6.083183,0.015598,0.017827,0.546791,0.016303,14.183462,15.141623,13.211068,1.197412,0.978723,mcmc,,,305.409139,37.412596,Berkeley_87,no known OC,,
